announcements,withdrawals,nlri_ann,dups,origin_0,origin_2,origin_changes,imp_wd,imp_wd_spath,imp_wd_dpath,as_path_max,unique_as_path_max,edit_distance_avg,edit_distance_max,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_unique_dict_0,edit_distance_unique_dict_1,number_rare_ases,rare_ases_avg,nadas,flaps,label,Incident,window_start,window_end
10,8,10,0,0,0,0,0,0,0,9,2,3.3333333333333335,6,0,1,0,1,0,0,1,0,1,10,0.1724137931034483,15,1,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:21,2018-04-24 12:03:22
11,0,11,0,0,0,0,0,0,0,16,2,3.0,3,0,0,0,1,0,0,0,0,0,30,0.3488372093023256,1,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:22,2018-04-24 12:03:23
21,0,21,0,0,0,0,1,0,1,10,3,4.0,5,0,0,0,1,0,1,0,0,0,28,0.19858156028368795,3,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:23,2018-04-24 12:03:24
22,1,22,0,0,0,0,0,0,0,8,2,2.75,4,0,1,0,2,1,0,0,0,1,21,0.17796610169491525,6,1,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:24,2018-04-24 12:03:25
35,0,35,0,0,0,0,0,0,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,10,0.060240963855421686,4,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:25,2018-04-24 12:03:26
7,0,7,0,0,0,0,1,0,1,9,2,2.0,2,0,0,1,0,0,0,0,0,0,12,0.41379310344827586,1,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:26,2018-04-24 12:03:27
147,7,147,0,0,0,0,0,0,0,16,2,2.6,3,0,0,2,3,0,0,0,0,0,89,0.10277136258660508,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:27,2018-04-24 12:03:28
24,8,24,0,0,0,0,0,0,0,12,2,4.0,4,0,0,0,0,2,0,0,0,0,29,0.23770491803278687,4,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:28,2018-04-24 12:03:29
23,4,23,0,0,0,0,0,0,0,9,2,3.0,3,0,0,0,1,0,0,0,0,0,11,0.08396946564885496,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:29,2018-04-24 12:03:30
8,0,8,0,0,0,0,2,0,2,7,2,2.0,2,0,0,2,0,0,0,0,0,0,6,0.14285714285714285,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:30,2018-04-24 12:03:31
8,1,8,0,0,0,0,0,0,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,12,0.2553191489361702,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:31,2018-04-24 12:03:32
6,0,6,0,0,0,0,0,0,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,17,0.4594594594594595,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:32,2018-04-24 12:03:33
105,2,105,0,0,0,0,0,0,0,16,2,3.0,3,0,0,0,2,0,0,0,0,0,66,0.0917941585535466,0,2,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:33,2018-04-24 12:03:34
11,2,11,0,0,0,0,0,0,0,11,2,3.0,3,0,0,0,2,0,0,0,0,0,17,0.2982456140350877,2,1,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:34,2018-04-24 12:03:35
3,4,3,0,0,0,0,0,0,0,4,1,0.0,0,0,0,0,0,0,0,0,0,0,5,0.5,13,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:35,2018-04-24 12:03:36
53,5,53,0,0,0,0,0,0,0,9,2,3.0,3,0,0,0,7,0,0,0,0,0,36,0.1016949152542373,3,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:36,2018-04-24 12:03:37
111,23,111,0,0,0,0,0,0,0,13,2,2.7777777777777777,3,0,0,2,7,0,0,0,0,0,72,0.1054172767203514,2,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:37,2018-04-24 12:03:38
6,0,6,0,0,0,1,0,0,0,8,2,4.0,4,0,0,0,0,1,0,0,0,0,10,0.30303030303030304,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:38,2018-04-24 12:03:39
9,23,9,0,0,0,0,1,0,1,12,2,1.0,1,0,1,0,0,0,0,0,0,1,17,0.29310344827586204,10,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:39,2018-04-24 12:03:40
100,32,100,0,0,0,0,0,0,0,12,2,2.75,4,0,1,1,0,2,0,0,0,1,78,0.12074303405572756,2,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:40,2018-04-24 12:03:41
18,3,18,0,0,0,0,0,0,0,7,2,3.0,3,0,0,0,2,0,0,0,0,0,11,0.10377358490566038,2,2,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:41,2018-04-24 12:03:42
9,3,9,1,0,0,0,3,0,3,5,2,0.75,1,1,3,0,0,0,0,0,1,3,6,0.15,0,3,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:42,2018-04-24 12:03:43
139,85,139,0,0,0,1,1,0,1,12,3,2.5357142857142856,5,0,0,18,6,3,1,0,0,0,81,0.09759036144578313,10,3,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:43,2018-04-24 12:03:44
15,3,15,0,0,0,0,0,0,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,14,0.14893617021276595,3,1,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:44,2018-04-24 12:03:45
96,1,96,0,0,0,0,0,0,0,11,2,3.0,3,0,0,0,1,0,0,0,0,0,46,0.12432432432432433,5,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:45,2018-04-24 12:03:46
6,0,6,0,0,0,0,1,0,1,10,2,2.0,2,0,0,1,0,0,0,0,0,0,11,0.2558139534883721,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:46,2018-04-24 12:03:47
13,0,13,0,0,0,0,0,0,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,31,0.36904761904761907,2,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:47,2018-04-24 12:03:48
13,5,13,0,0,0,0,0,0,0,8,2,1.0,1,0,1,0,0,0,0,0,0,1,23,0.32857142857142857,2,1,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:48,2018-04-24 12:03:49
33,10,33,0,0,0,0,0,0,0,8,3,4.0,4,0,0,0,0,4,0,0,0,0,43,0.25146198830409355,7,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:49,2018-04-24 12:03:50
23,1,23,0,0,0,0,0,0,0,9,2,3.0,3,0,0,0,1,0,0,0,0,0,16,0.16,9,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:50,2018-04-24 12:03:51
38,1,38,0,0,0,0,0,0,0,8,2,1.0,1,0,5,0,0,0,0,0,0,5,2,0.009433962264150943,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:51,2018-04-24 12:03:52
26,0,26,0,0,0,0,0,0,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,14,0.10294117647058823,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:52,2018-04-24 12:03:53
16,0,16,0,0,0,0,0,0,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,18,0.17307692307692307,1,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:53,2018-04-24 12:03:54
31,3,31,0,0,0,0,3,0,3,10,2,5.0,5,0,0,0,0,0,3,0,0,0,32,0.16580310880829016,6,2,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:54,2018-04-24 12:03:55
50,5,50,0,0,0,0,1,0,1,8,2,3.0,3,0,0,0,8,0,0,0,0,0,37,0.13653136531365315,8,5,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:55,2018-04-24 12:03:56
10,0,10,0,0,0,0,0,0,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,24,0.42857142857142855,3,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:56,2018-04-24 12:03:57
17,0,17,0,0,0,0,0,0,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,18,0.1935483870967742,2,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:57,2018-04-24 12:03:58
184,8,184,0,0,0,0,0,0,0,17,2,1.8571428571428572,4,0,3,3,0,1,0,0,0,3,120,0.1079136690647482,8,1,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:58,2018-04-24 12:03:59
43,1,43,0,0,0,0,0,0,0,15,2,1.0,1,0,9,0,0,0,0,0,0,9,24,0.07973421926910298,20,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:03:59,2018-04-24 12:04:00
31,0,31,0,0,0,0,0,0,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,17,0.08994708994708994,7,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:00,2018-04-24 12:04:01
20,2,20,0,0,0,0,6,0,6,17,2,3.0,3,0,0,0,6,0,0,0,0,0,10,0.07633587786259542,0,2,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:01,2018-04-24 12:04:02
42,2,42,0,0,0,0,0,0,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,33,0.12547528517110265,17,2,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:02,2018-04-24 12:04:03
113,1,113,0,0,0,0,0,0,0,16,2,6.428571428571429,9,0,0,0,6,0,0,0,0,0,78,0.09252669039145907,1,1,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:03,2018-04-24 12:04:04
16,1,16,0,0,0,0,0,0,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,24,0.2857142857142857,4,1,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:04,2018-04-24 12:04:05
101,0,101,0,0,0,0,0,0,0,8,2,3.2,4,0,0,0,4,1,0,0,0,0,29,0.07816711590296496,2,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:05,2018-04-24 12:04:06
1,5,1,0,0,0,0,0,0,0,4,1,0.0,0,0,0,0,0,0,0,0,0,0,4,1.0,10,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:06,2018-04-24 12:04:07
146,7,146,0,0,0,0,0,0,0,15,3,1.7391304347826086,3,0,14,1,8,0,0,0,0,14,81,0.09462616822429906,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:07,2018-04-24 12:04:08
29,1,29,0,0,0,1,1,0,1,16,2,0.5,1,1,1,0,0,0,0,0,1,1,27,0.14673913043478262,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:08,2018-04-24 12:04:09
8,3,8,0,0,0,0,0,0,0,9,2,3.0,3,0,0,0,2,0,0,0,0,0,9,0.1836734693877551,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:09,2018-04-24 12:04:10
171,8,171,0,0,0,0,1,0,1,18,3,2.909090909090909,5,0,3,0,4,3,1,0,0,3,100,0.08496176720475786,3,2,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:10,2018-04-24 12:04:11
23,5,23,0,0,0,0,0,0,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,19,0.1111111111111111,1,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:11,2018-04-24 12:04:12
57,26,57,0,0,0,0,0,0,0,12,2,3.0,3,0,0,0,4,0,0,0,0,0,52,0.11845102505694761,28,25,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:12,2018-04-24 12:04:13
148,7,148,0,0,0,0,0,0,0,15,2,3.0,3,0,0,0,1,0,0,0,0,0,111,0.12319644839067703,9,1,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:13,2018-04-24 12:04:14
109,55,109,0,0,0,0,0,0,0,11,2,3.0,3,0,0,0,1,0,0,0,0,0,63,0.09197080291970802,17,1,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:14,2018-04-24 12:04:15
45,0,45,0,0,0,0,0,0,0,10,2,3.0,3,0,0,0,9,0,0,0,0,0,48,0.19123505976095617,19,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:15,2018-04-24 12:04:16
82,2,82,0,0,0,0,0,0,0,10,2,3.0,3,0,0,0,1,0,0,0,0,0,33,0.11186440677966102,1,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:16,2018-04-24 12:04:17
21,0,21,0,0,0,0,0,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,11,0.07971014492753623,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:17,2018-04-24 12:04:18
47,0,47,0,0,0,0,0,0,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,23,0.07232704402515723,10,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:18,2018-04-24 12:04:19
76,3,76,0,0,0,0,1,0,1,15,3,1.5,2,0,1,1,0,0,0,0,0,1,64,0.14512471655328799,28,1,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:19,2018-04-24 12:04:20
29,1,29,0,0,0,0,1,0,1,17,2,1.0,1,0,1,0,0,0,0,0,0,1,34,0.1837837837837838,5,1,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:20,2018-04-24 12:04:21
6,7,6,0,0,0,0,0,0,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,15,0.46875,16,1,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:21,2018-04-24 12:04:22
14,0,14,0,0,0,0,0,0,0,10,2,3.8,7,0,0,0,4,0,0,0,0,0,13,0.12745098039215685,3,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:22,2018-04-24 12:04:23
11,10,11,0,0,0,0,1,0,1,15,2,2.0,2,0,0,1,0,0,0,0,0,0,14,0.1794871794871795,10,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:23,2018-04-24 12:04:24
24,2,24,0,0,0,0,0,0,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,27,0.216,3,2,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:24,2018-04-24 12:04:25
121,0,121,0,0,0,0,0,0,0,12,2,3.0,3,0,0,0,5,0,0,0,0,0,34,0.06854838709677419,8,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:25,2018-04-24 12:04:26
29,0,29,0,0,0,0,0,0,0,12,2,4.5,6,0,0,0,1,0,0,1,0,0,12,0.06060606060606061,8,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:26,2018-04-24 12:04:27
29,11,29,0,0,0,0,0,0,0,11,2,3.0,3,0,0,0,1,0,0,0,0,0,24,0.11267605633802817,10,1,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:27,2018-04-24 12:04:28
3,3,3,0,0,0,0,0,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,15,0.7894736842105263,10,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:28,2018-04-24 12:04:29
161,12,161,0,0,0,0,0,0,0,15,2,2.3333333333333335,3,0,1,0,2,0,0,0,0,1,78,0.07692307692307693,2,3,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:29,2018-04-24 12:04:30
16,2,16,0,0,0,0,0,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,20,0.23255813953488372,3,1,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:30,2018-04-24 12:04:31
9,1,9,0,0,0,0,0,0,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,8,0.14545454545454545,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:31,2018-04-24 12:04:32
11,4,11,0,0,0,0,1,0,1,7,2,2.0,3,0,1,0,1,0,0,0,0,1,14,0.23728813559322035,5,3,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:32,2018-04-24 12:04:33
146,8,146,0,0,0,0,2,0,2,16,2,3.0,4,0,0,2,4,2,0,0,0,0,79,0.07530981887511916,13,2,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:33,2018-04-24 12:04:34
22,5,22,0,0,0,0,0,0,0,10,2,3.0,3,0,0,0,4,0,0,0,0,0,29,0.2457627118644068,7,1,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:34,2018-04-24 12:04:35
93,0,93,0,0,0,0,0,0,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,33,0.10377358490566038,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:35,2018-04-24 12:04:36
13,0,13,0,0,0,0,5,0,5,10,2,6.0,6,0,0,0,0,0,0,5,0,0,5,0.04807692307692308,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:36,2018-04-24 12:04:37
130,11,130,0,0,0,0,0,0,0,12,2,2.0,3,0,1,0,1,0,0,0,0,1,63,0.07482185273159145,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:37,2018-04-24 12:04:38
2,0,2,0,0,0,0,0,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,9,0.8181818181818182,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:38,2018-04-24 12:04:39
19,11,19,0,0,0,0,0,0,0,12,1,0.0,0,0,0,0,0,0,0,0,0,0,22,0.1456953642384106,10,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:39,2018-04-24 12:04:40
14,0,14,0,0,0,0,0,0,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,5,0.056818181818181816,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:40,2018-04-24 12:04:41
135,20,135,0,0,0,0,0,0,0,15,2,2.0,2,0,0,2,0,0,0,0,0,0,92,0.11070998796630566,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:41,2018-04-24 12:04:42
58,6,58,0,0,0,0,0,0,0,12,1,0.0,0,0,0,0,0,0,0,0,0,0,29,0.07107843137254902,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:42,2018-04-24 12:04:43
4,0,4,0,0,0,0,0,0,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,12,0.4,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:43,2018-04-24 12:04:44
159,8,159,0,0,0,0,0,0,0,15,3,3.5,4,0,0,0,1,1,0,0,0,0,84,0.08053691275167785,2,1,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:44,2018-04-24 12:04:45
64,23,64,3,0,0,0,3,0,3,10,3,1.3333333333333333,2,0,6,3,0,0,0,0,0,3,34,0.09042553191489362,1,3,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:45,2018-04-24 12:04:46
98,0,98,0,0,0,0,0,0,0,12,2,3.0,3,0,0,0,2,0,0,0,0,0,17,0.020190023752969122,2,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:46,2018-04-24 12:04:47
19,2,19,0,0,0,0,2,0,2,8,3,3.6666666666666665,4,0,0,0,1,2,0,0,0,0,19,0.1743119266055046,7,2,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:47,2018-04-24 12:04:48
88,0,88,0,0,0,0,0,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,8,0.011695906432748537,2,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:48,2018-04-24 12:04:49
73,1,73,0,0,0,0,1,0,1,9,2,1.0,1,0,1,0,0,0,0,0,0,1,11,0.022132796780684104,0,1,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:49,2018-04-24 12:04:50
50,5,50,0,0,0,0,0,0,0,12,2,1.0,1,0,5,0,0,0,0,0,0,5,47,0.14968152866242038,21,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:50,2018-04-24 12:04:51
82,0,82,0,0,0,0,0,0,0,8,2,2.6,3,0,1,0,4,0,0,0,0,1,8,0.013157894736842105,6,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:51,2018-04-24 12:04:52
14,5,14,0,0,0,0,0,0,0,16,2,3.0,3,0,0,0,2,0,0,0,0,0,11,0.11,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:52,2018-04-24 12:04:53
4,1,4,0,0,0,0,0,0,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,17,0.85,0,1,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:53,2018-04-24 12:04:54
21,2,21,0,0,0,0,5,0,5,17,3,2.4545454545454546,5,0,5,1,1,3,1,0,0,5,12,0.06315789473684211,4,2,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:54,2018-04-24 12:04:55
2,4,2,0,0,0,0,0,0,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,11,0.7857142857142857,13,1,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:55,2018-04-24 12:04:56
126,6,126,4,0,0,0,10,4,6,12,3,3.7,8,1,0,1,12,1,2,1,1,0,39,0.0705244122965642,13,5,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:56,2018-04-24 12:04:57
12,0,12,0,0,0,0,0,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,20,0.3333333333333333,4,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:57,2018-04-24 12:04:58
18,3,18,0,0,0,0,0,0,0,9,2,3.0,3,0,0,0,1,0,0,0,0,0,16,0.14285714285714285,5,3,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:58,2018-04-24 12:04:59
124,3,124,0,0,0,0,0,0,0,20,2,3.0,3,0,0,0,1,0,0,0,0,0,19,0.027982326951399118,2,3,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:04:59,2018-04-24 12:05:00
250,15,250,0,0,0,0,0,0,0,15,3,1.4,3,0,4,0,1,0,0,0,0,4,82,0.04981773997569866,2,1,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:05:00,2018-04-24 12:05:01
18,13,18,0,0,0,0,0,0,0,10,2,4.0,4,0,0,0,0,2,0,0,0,0,11,0.07586206896551724,13,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:05:01,2018-04-24 12:05:02
18,8,18,0,0,0,0,1,0,1,9,2,1.0,1,0,1,0,0,0,0,0,0,1,15,0.14018691588785046,10,1,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:05:02,2018-04-24 12:05:03
202,11,202,0,0,0,0,2,0,2,16,2,2.5,3,0,0,1,1,0,0,0,0,0,63,0.037410926365795724,10,2,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:05:03,2018-04-24 12:05:04
13,2,13,0,0,0,0,0,0,0,16,1,0.0,0,0,0,0,0,0,0,0,0,0,13,0.15476190476190477,4,1,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:05:04,2018-04-24 12:05:05
13,0,13,0,0,0,0,0,0,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,13,0.19117647058823528,3,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:05:05,2018-04-24 12:05:06
10,0,10,1,0,0,0,2,1,1,4,3,1.3333333333333333,3,1,1,0,1,0,0,0,1,1,12,0.3333333333333333,2,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:05:06,2018-04-24 12:05:07
241,5,241,0,0,0,0,0,0,0,15,2,1.0,1,0,1,0,0,0,0,0,0,1,53,0.03386581469648562,2,2,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:05:07,2018-04-24 12:05:08
8,4,8,0,0,0,0,0,0,0,6,2,3.0,3,0,0,0,1,0,0,0,0,0,8,0.23529411764705882,4,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:05:08,2018-04-24 12:05:09
16,2,16,0,0,0,0,0,0,0,12,2,4.0,5,0,0,0,2,0,2,0,0,0,12,0.12,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:05:09,2018-04-24 12:05:10
26,0,26,0,0,0,0,1,0,1,13,2,3.0,3,0,0,0,3,0,0,0,0,0,6,0.020905923344947737,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:05:10,2018-04-24 12:05:11
3,0,3,0,0,0,0,0,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,9,0.5294117647058824,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:05:11,2018-04-24 12:05:12
235,5,235,0,0,0,0,1,0,1,14,2,3.8979591836734695,6,0,1,1,4,41,0,2,0,1,65,0.036292573981016193,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:05:12,2018-04-24 12:05:13
55,1,55,0,0,0,0,0,0,0,14,1,0.0,0,1,0,0,0,0,0,0,1,0,20,0.042105263157894736,0,0,prefix_hijacking,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 12:05:13,2018-04-24 12:05:14
