announcements,withdrawals,nlri_ann,dups,origin_0,origin_2,origin_changes,imp_wd,imp_wd_spath,imp_wd_dpath,as_path_max,unique_as_path_max,edit_distance_avg,edit_distance_max,edit_distance_dict_0,edit_distance_dict_1,edit_distance_dict_2,edit_distance_dict_3,edit_distance_dict_4,edit_distance_dict_5,edit_distance_dict_6,edit_distance_unique_dict_0,edit_distance_unique_dict_1,number_rare_ases,rare_ases_avg,nadas,flaps,label,Incident,window_start,window_end
95,27,95,0,0,0,0,0,0,0,12,2,5.166666666666667,7,0,0,0,0,1,4,0,0,0,73,0.1465863453815261,3,1,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:18:44,2018-04-24 10:18:45
45,4,45,1,0,0,0,2,1,1,7,4,2.0,3,1,2,1,4,0,0,0,1,1,15,0.0847457627118644,8,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:18:45,2018-04-24 10:18:46
27,5,27,0,0,0,0,0,0,0,8,2,5.0,5,0,0,0,0,0,1,0,0,0,10,0.09900990099009901,2,1,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:18:46,2018-04-24 10:18:47
37,1,37,0,0,0,0,1,0,1,11,3,3.5714285714285716,7,0,1,0,4,0,1,0,0,1,28,0.13861386138613863,10,1,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:18:47,2018-04-24 10:18:48
14,2,14,0,0,0,0,0,0,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,18,0.2465753424657534,3,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:18:48,2018-04-24 10:18:49
14,3,14,0,0,0,0,1,0,1,11,2,7.0,7,0,0,0,0,0,0,0,0,0,22,0.22,3,1,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:18:49,2018-04-24 10:18:50
11,0,11,0,0,0,0,0,0,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,21,0.3888888888888889,1,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:18:50,2018-04-24 10:18:51
28,3,28,0,0,0,0,0,0,0,10,2,2.0,2,0,0,3,0,0,0,0,0,0,27,0.18,5,2,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:18:51,2018-04-24 10:18:52
11,3,11,0,0,0,0,0,0,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,16,0.2711864406779661,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:18:52,2018-04-24 10:18:53
5,0,5,0,0,0,0,0,0,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,11,0.5,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:18:53,2018-04-24 10:18:54
4,1,4,0,0,0,0,0,0,0,4,2,1.0,1,0,1,0,0,0,0,0,0,1,10,0.6666666666666666,3,1,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:18:54,2018-04-24 10:18:55
54,0,54,0,0,0,0,0,0,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,11,0.05851063829787234,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:18:55,2018-04-24 10:18:56
5,0,5,0,0,0,0,0,0,0,8,1,0.0,0,1,0,0,0,0,0,0,1,0,12,0.6666666666666666,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:18:56,2018-04-24 10:18:57
75,12,75,0,0,0,0,0,0,0,11,2,3.8,4,0,0,0,1,4,0,0,0,0,59,0.13817330210772832,6,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:18:57,2018-04-24 10:18:58
3,0,3,0,0,0,0,0,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,7,0.3333333333333333,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:18:58,2018-04-24 10:18:59
92,18,92,0,0,0,0,1,0,1,16,2,2.0,3,0,2,1,2,0,0,0,0,2,77,0.14528301886792452,2,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:18:59,2018-04-24 10:19:00
9,1,9,0,0,0,0,0,0,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,22,0.44,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:00,2018-04-24 10:19:01
1,1,1,0,0,0,0,0,0,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,6,1.0,12,1,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:01,2018-04-24 10:19:02
6,3,6,1,0,0,0,1,1,0,5,2,1.0,2,1,0,1,0,0,0,0,1,0,6,0.24,3,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:02,2018-04-24 10:19:03
52,7,52,0,0,0,0,0,0,0,16,2,2.0,4,0,2,0,0,1,0,0,0,2,34,0.13178294573643412,0,1,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:03,2018-04-24 10:19:04
14,8,14,0,0,0,0,0,0,0,9,2,2.3333333333333335,3,0,1,0,2,0,0,0,0,1,13,0.1625,17,3,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:04,2018-04-24 10:19:05
57,3,57,0,0,0,0,0,0,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,16,0.07960199004975124,1,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:05,2018-04-24 10:19:06
3,1,3,0,0,0,0,0,0,0,6,2,3.0,3,0,0,0,1,0,0,0,0,0,11,0.6875,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:06,2018-04-24 10:19:07
68,5,68,0,0,0,0,0,0,0,17,2,3.0,5,0,1,0,0,0,1,0,0,1,50,0.14749262536873156,4,1,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:07,2018-04-24 10:19:08
2,0,2,0,0,0,0,0,0,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,10,0.9090909090909091,1,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:08,2018-04-24 10:19:09
5,1,5,0,0,0,0,0,0,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,25,0.8620689655172413,1,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:09,2018-04-24 10:19:10
18,2,18,0,0,0,0,0,0,0,13,2,3.0,3,0,0,0,1,0,0,0,0,0,9,0.06164383561643835,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:10,2018-04-24 10:19:11
88,3,88,0,0,0,0,0,0,0,14,2,3.5,4,0,0,0,1,1,0,0,0,0,81,0.1480804387568556,0,1,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:11,2018-04-24 10:19:12
7,1,7,0,0,0,0,0,0,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,16,0.45714285714285713,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:12,2018-04-24 10:19:13
21,11,21,0,0,0,0,0,0,0,9,2,3.0,4,0,0,1,0,1,0,0,0,0,36,0.2903225806451613,10,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:13,2018-04-24 10:19:14
25,3,25,0,0,0,0,0,0,0,9,2,2.727272727272727,5,0,1,7,0,0,3,0,0,1,13,0.0783132530120482,3,3,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:14,2018-04-24 10:19:15
143,5,143,0,0,0,0,0,0,0,13,2,2.2,3,0,2,0,3,0,0,0,0,2,70,0.09859154929577464,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:15,2018-04-24 10:19:16
17,0,17,0,0,0,0,0,0,0,8,2,3.0,3,0,0,0,6,0,0,0,0,0,2,0.019230769230769232,4,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:16,2018-04-24 10:19:17
37,0,37,0,0,0,0,0,0,0,7,2,3.0,3,0,0,0,3,0,0,0,0,0,8,0.058823529411764705,2,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:17,2018-04-24 10:19:18
2,1,2,0,0,0,0,0,0,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,9,0.9,0,1,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:18,2018-04-24 10:19:19
12,0,12,0,0,0,0,0,0,0,15,1,0.0,0,0,0,0,0,0,0,0,0,0,10,0.06896551724137931,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:19,2018-04-24 10:19:20
7,4,7,0,0,0,0,0,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,13,0.3333333333333333,12,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:20,2018-04-24 10:19:21
4,15,4,0,0,0,0,0,0,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,13,0.65,13,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:21,2018-04-24 10:19:22
28,11,28,0,0,0,0,0,0,0,8,2,1.0,1,0,1,0,0,0,0,0,0,1,30,0.22388059701492538,5,1,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:22,2018-04-24 10:19:23
28,1,28,0,0,0,0,0,0,0,9,2,3.0,3,0,0,0,8,0,0,0,0,0,25,0.16778523489932887,4,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:23,2018-04-24 10:19:24
27,1,27,0,0,0,0,10,0,10,6,3,1.5333333333333334,2,0,7,8,0,0,0,0,0,7,8,0.06451612903225806,3,1,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:24,2018-04-24 10:19:25
22,0,22,0,0,0,0,6,0,6,7,3,3.2,4,0,1,0,5,4,0,0,0,1,10,0.08403361344537816,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:25,2018-04-24 10:19:26
74,1,74,0,0,0,0,8,0,8,7,2,2.0,2,0,0,8,0,0,0,0,0,0,16,0.056338028169014086,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:26,2018-04-24 10:19:27
44,5,44,0,0,0,0,0,0,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,46,0.17829457364341086,2,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:27,2018-04-24 10:19:28
26,4,26,0,0,0,0,1,0,1,13,2,2.0,2,0,0,1,0,0,0,0,0,0,20,0.11976047904191617,4,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:28,2018-04-24 10:19:29
7,1,7,0,0,0,0,2,0,2,8,2,1.0,1,0,2,0,0,0,0,0,0,2,12,0.35294117647058826,2,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:29,2018-04-24 10:19:30
87,9,87,0,0,0,0,0,0,0,16,2,2.3333333333333335,3,0,0,4,2,0,0,0,0,0,67,0.14725274725274726,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:30,2018-04-24 10:19:31
5,4,5,0,0,0,0,0,0,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,8,0.19047619047619047,12,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:31,2018-04-24 10:19:32
20,6,20,0,0,0,0,0,0,0,14,2,5.5,6,0,0,0,0,0,2,2,0,0,18,0.13846153846153847,4,3,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:32,2018-04-24 10:19:33
56,7,56,0,0,0,0,0,0,0,12,1,0.0,0,0,0,0,0,0,0,0,0,0,31,0.1054421768707483,2,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:33,2018-04-24 10:19:34
15,1,15,0,0,0,0,0,0,0,8,2,2.6666666666666665,3,0,1,0,5,0,0,0,0,1,12,0.14285714285714285,3,1,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:34,2018-04-24 10:19:35
2,0,2,0,0,0,0,0,0,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,9,0.9,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:35,2018-04-24 10:19:36
9,1,9,0,0,0,0,0,0,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,6,0.13333333333333333,2,1,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:36,2018-04-24 10:19:37
21,3,21,0,0,0,0,1,0,1,10,3,2.6666666666666665,3,0,0,1,2,0,0,0,0,0,34,0.2857142857142857,1,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:37,2018-04-24 10:19:38
12,3,12,0,0,0,1,0,0,0,9,2,4.0,4,0,0,0,0,1,0,0,0,0,19,0.31666666666666665,3,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:38,2018-04-24 10:19:39
10,2,10,0,0,0,0,1,0,1,9,2,2.0,2,0,0,1,0,0,0,0,0,0,18,0.2857142857142857,3,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:39,2018-04-24 10:19:40
3,4,3,0,0,0,0,0,0,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,8,0.6153846153846154,10,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:40,2018-04-24 10:19:41
7,1,7,0,0,0,0,0,0,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,4,0.13333333333333333,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:41,2018-04-24 10:19:42
90,18,90,0,0,0,0,0,0,0,11,2,1.5714285714285714,2,0,3,4,0,0,0,0,0,3,76,0.1655773420479303,5,1,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:42,2018-04-24 10:19:43
3,0,3,0,0,0,0,0,0,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,11,0.7333333333333333,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:43,2018-04-24 10:19:44
43,6,43,0,0,0,0,0,0,0,9,2,1.0,1,0,1,0,0,0,0,0,0,1,42,0.17721518987341772,4,1,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:44,2018-04-24 10:19:45
19,3,19,0,0,0,0,0,0,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,4,0.05194805194805195,3,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:45,2018-04-24 10:19:46
119,2,119,0,0,0,0,0,0,0,7,3,2.0,3,0,1,0,1,0,0,0,0,1,55,0.11224489795918367,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:46,2018-04-24 10:19:47
2,0,2,0,0,0,0,0,0,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,6,0.8571428571428571,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:47,2018-04-24 10:19:48
9,2,9,0,0,0,0,0,0,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,8,0.14285714285714285,2,2,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:48,2018-04-24 10:19:49
23,0,23,7,0,0,0,7,7,0,7,2,1.2,3,6,0,0,4,0,0,0,6,0,14,0.1414141414141414,9,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:49,2018-04-24 10:19:50
11,0,11,0,0,0,0,0,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,11,0.171875,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:50,2018-04-24 10:19:51
4,0,4,0,0,0,0,0,0,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,11,0.6111111111111112,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:51,2018-04-24 10:19:52
53,1,53,0,0,0,0,0,0,0,10,2,1.8,3,0,3,0,2,0,0,0,0,3,40,0.15151515151515152,4,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:52,2018-04-24 10:19:53
65,8,65,1,0,0,0,1,1,0,10,2,2.6666666666666665,4,1,0,0,0,2,0,0,1,0,18,0.04591836734693878,4,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:53,2018-04-24 10:19:54
21,1,21,0,0,0,0,0,0,0,8,2,1.0,1,0,1,0,0,0,0,0,0,1,12,0.12631578947368421,3,1,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:54,2018-04-24 10:19:55
5,0,5,0,0,0,0,0,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,12,0.4,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:55,2018-04-24 10:19:56
2,1,2,0,0,0,0,0,0,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,8,0.8,0,1,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:56,2018-04-24 10:19:57
99,4,99,0,0,0,0,0,0,0,10,2,3.142857142857143,4,0,0,0,6,1,0,0,0,0,66,0.1064516129032258,2,2,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:57,2018-04-24 10:19:58
53,0,53,0,0,0,0,0,0,0,8,2,3.0,3,0,0,0,2,0,0,0,0,0,28,0.14507772020725387,2,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:58,2018-04-24 10:19:59
41,0,41,0,0,0,0,0,0,0,10,2,3.0,3,0,0,0,3,0,0,0,0,0,20,0.10101010101010101,4,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:19:59,2018-04-24 10:20:00
3,52,3,0,0,0,0,0,0,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,6,0.2727272727272727,11,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:00,2018-04-24 10:20:01
260,11,260,0,0,0,0,0,0,0,10,2,2.3636363636363638,6,1,3,12,3,1,0,2,1,3,87,0.06041666666666667,19,4,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:01,2018-04-24 10:20:02
80,2,80,0,0,0,0,1,0,1,11,2,3.0,3,0,0,0,1,0,0,0,0,0,23,0.04572564612326044,7,1,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:02,2018-04-24 10:20:03
231,6,231,0,0,0,0,0,0,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,64,0.05719392314566577,10,2,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:03,2018-04-24 10:20:04
50,3,50,0,0,0,0,0,0,0,11,2,1.0,1,0,1,0,0,0,0,0,0,1,28,0.08383233532934131,21,2,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:04,2018-04-24 10:20:05
76,0,76,0,0,0,0,0,0,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,11,0.02412280701754386,4,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:05,2018-04-24 10:20:06
5,1,5,0,0,0,0,1,0,1,8,2,1.0,1,0,1,0,0,0,0,0,0,1,8,0.2962962962962963,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:06,2018-04-24 10:20:07
38,6,38,0,0,0,0,0,0,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,33,0.13147410358565736,1,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:07,2018-04-24 10:20:08
23,3,23,0,0,0,0,0,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,18,0.21176470588235294,1,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:08,2018-04-24 10:20:09
5,5,5,0,0,0,0,0,0,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,16,0.42105263157894735,12,1,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:09,2018-04-24 10:20:10
12,6,12,0,0,0,0,0,0,0,10,2,4.0,4,0,0,0,0,3,0,0,0,0,22,0.25,3,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:10,2018-04-24 10:20:11
2,1,2,0,0,0,0,0,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,5,0.3125,1,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:11,2018-04-24 10:20:12
52,60,52,0,0,0,0,1,0,1,10,2,2.8,4,0,1,0,3,1,0,0,0,1,16,0.0469208211143695,14,2,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:12,2018-04-24 10:20:13
80,85,80,0,0,0,0,0,0,0,10,2,4.0,4,0,0,0,0,1,0,0,0,0,61,0.14420803782505912,24,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:13,2018-04-24 10:20:14
29,1,29,0,0,0,0,0,0,0,11,2,3.0,3,0,0,0,3,0,0,0,0,0,28,0.12844036697247707,18,1,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:14,2018-04-24 10:20:15
89,8,89,0,0,0,0,0,0,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,48,0.10300429184549356,6,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:15,2018-04-24 10:20:16
142,9,142,0,0,0,0,0,0,0,16,2,5.0,5,0,0,0,0,0,1,0,0,0,74,0.08158765159867695,8,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:16,2018-04-24 10:20:17
10,2,10,0,0,0,0,0,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,25,0.4716981132075472,3,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:17,2018-04-24 10:20:18
25,0,25,0,0,0,0,0,0,0,10,2,4.5,6,0,0,0,1,0,0,1,0,0,19,0.11377245508982035,14,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:18,2018-04-24 10:20:19
4,0,4,0,0,0,0,0,0,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,12,0.6666666666666666,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:19,2018-04-24 10:20:20
15,0,15,0,0,0,0,0,0,0,11,2,3.0,3,0,0,0,2,0,0,0,0,0,27,0.3253012048192771,1,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:20,2018-04-24 10:20:21
3,0,3,0,0,0,0,0,0,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,13,0.9285714285714286,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:21,2018-04-24 10:20:22
5,2,5,0,0,0,0,0,0,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,8,0.42105263157894735,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:22,2018-04-24 10:20:23
51,2,51,0,0,0,0,0,0,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,57,0.1912751677852349,20,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:23,2018-04-24 10:20:24
10,3,10,0,0,0,0,0,0,0,11,2,1.0,1,0,1,0,0,0,0,0,0,1,10,0.14084507042253522,5,1,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:24,2018-04-24 10:20:25
72,2,72,0,0,0,0,1,0,1,17,3,2.0,2,0,0,32,0,0,0,0,0,0,12,0.0182648401826484,4,1,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:25,2018-04-24 10:20:26
5,0,5,0,0,0,0,0,0,0,5,2,1.0,1,0,1,0,0,0,0,0,0,1,7,0.3684210526315789,1,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:26,2018-04-24 10:20:27
139,2,139,0,0,0,0,0,0,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,59,0.06256627783669141,3,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:27,2018-04-24 10:20:28
35,1,35,0,0,0,0,0,0,0,8,1,0.0,0,0,0,0,0,0,0,0,0,0,17,0.15178571428571427,1,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:28,2018-04-24 10:20:29
6,2,6,0,0,0,0,1,0,1,6,3,3.0,4,0,0,1,0,1,0,0,0,0,11,0.3548387096774194,0,2,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:29,2018-04-24 10:20:30
14,57,14,0,0,0,0,0,0,0,11,1,0.0,0,0,0,0,0,0,0,0,0,0,12,0.11009174311926606,16,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:30,2018-04-24 10:20:31
17,0,17,0,0,0,0,0,0,0,9,1,0.0,0,0,0,0,0,0,0,0,0,0,12,0.15384615384615385,5,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:31,2018-04-24 10:20:32
108,61,108,0,0,0,0,0,0,0,16,2,3.0,3,0,0,0,3,0,0,0,0,0,62,0.0884450784593438,10,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:32,2018-04-24 10:20:33
157,62,157,0,0,0,0,0,0,0,16,2,3.6666666666666665,6,0,0,2,2,0,0,2,0,0,60,0.05893909626719057,13,5,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:33,2018-04-24 10:20:34
35,2,35,0,0,0,0,0,0,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,36,0.18181818181818182,11,1,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:34,2018-04-24 10:20:35
4,8,4,0,0,0,0,0,0,0,6,1,0.0,0,0,0,0,0,0,0,0,0,0,8,0.4,15,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:35,2018-04-24 10:20:36
1,2,1,0,0,0,0,0,0,0,4,1,0.0,0,0,0,0,0,0,0,0,0,0,4,1.0,10,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:36,2018-04-24 10:20:37
7,2,7,0,0,0,0,0,0,0,12,1,0.0,0,0,0,0,0,0,0,0,0,0,23,0.46,0,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:37,2018-04-24 10:20:38
102,0,102,0,0,0,0,0,0,0,9,2,3.0,3,0,0,0,2,0,0,0,0,0,29,0.07671957671957672,2,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:38,2018-04-24 10:20:39
10,0,10,0,0,0,0,0,0,0,7,1,0.0,0,0,0,0,0,0,0,0,0,0,11,0.1774193548387097,1,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:39,2018-04-24 10:20:40
15,1,15,0,0,0,0,0,0,0,9,2,3.0,3,0,0,0,1,0,0,0,0,0,20,0.2247191011235955,3,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:40,2018-04-24 10:20:41
21,0,21,0,0,0,0,0,0,0,10,1,0.0,0,0,0,0,0,0,0,0,0,0,30,0.21739130434782608,9,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:41,2018-04-24 10:20:42
28,3,28,0,0,0,0,0,0,0,12,2,6.0,6,0,0,0,0,0,0,1,0,0,22,0.11055276381909548,10,0,normal,Amazon Route 53 Hijack (MyEtherWallet),2018-04-24 10:20:42,2018-04-24 10:20:43
